label,conductor,delta,rank,a_invariants_raw
207.a2,207,150903,1,"[1, -1, 1, -5, 20]"
208.a1,208,27262976,1,"[0, -1, 0, -7352, 245104]"
208.a2,208,71991296,1,"[0, -1, 0, -72, 496]"
208.a3,208,106496,1,"[0, -1, 0, 8, -16]"
208.b1,208,26624,1,"[0, -1, 0, -16, 32]"
208.c1,208,208,0,"[0, 0, 0, -4, 3]"
208.c2,208,43264,0,"[0, 0, 0, 1, 10]"
208.d1,208,5.14036E+11,0,"[0, 0, 0, -3403, 83834]"
208.d2,208,6815744,0,"[0, 0, 0, -43, -166]"
209.a1,209,480491,1,"[0, 1, 1, -27, 55]"
209.a2,209,517504691,1,"[0, 1, 1, 193, -308]"
210.a1,210,5670,1,"[1, 1, 0, -373, 2623]"
210.a2,210,44100,1,"[1, 1, 0, -23, 33]"
210.a3,210,1680,1,"[1, 1, 0, -3, -3]"
210.a4,210,9003750,1,"[1, 1, 0, 7, 147]"
210.b1,210,41160000,0,"[1, 0, 1, -351233, -80149132]"
210.b2,210,1.08425E+11,0,"[1, 0, 1, -21953, -1253644]"
210.b3,210,3.58766E+14,0,"[1, 0, 1, -20353, -1443724]"
210.b4,210,1.8457E+11,0,"[1, 0, 1, -4358, -109132]"
210.b5,210,86318776320,0,"[1, 0, 1, -1473, -16652]"
210.b6,210,8930250000,0,"[1, 0, 1, -578, 2756]"
210.b7,210,6048000,0,"[1, 0, 1, -498, 4228]"
210.b8,210,6.37995E+11,0,"[1, 0, 1, 1922, 20756]"
210.c1,210,3150,0,"[1, 1, 1, -16800, -845133]"
210.c2,210,9922500,0,"[1, 1, 1, -1050, -13533]"
210.c3,210,35880468750,0,"[1, 1, 1, -980, -15325]"
210.c4,210,345888060,0,"[1, 1, 1, -370, 2435]"
210.c5,210,8643600,0,"[1, 1, 1, -70, -205]"
210.c6,210,188160,0,"[1, 1, 1, 10, -13]"
210.d1,210,1.0381E+13,0,"[1, 0, 0, -6451, 124931]"
210.d2,210,2593080,0,"[1, 0, 0, -5761, 167825]"
210.d3,210,66177562500,0,"[1, 0, 0, -2701, -52819]"
210.d4,210,2058000,0,"[1, 0, 0, -2681, -53655]"
210.d5,210,57153600,0,"[1, 0, 0, -361, 2585]"
210.d6,210,18600435000,0,"[1, 0, 0, -81, 6561]"
210.d7,210,3870720,0,"[1, 0, 0, -41, -39]"
210.d8,210,1.35659E+13,0,"[1, 0, 0, 729, -176985]"
2100,210,360150,0,"[1, 0, 0, -1920800, -1024800150]"
21000,210,1.29708E+11,0,"[1, 0, 0, -120050, -16020000]"
210000,210,4.98494E+15,0,"[1, 0, 0, -119300, -16229850]"
2100000,210,1.20531E+11,0,"[1, 0, 0, -15070, 710612]"
21000000,210,1.21551E+12,0,"[1, 0, 0, -7550, -247500]"
210000000,210,51438240000,0,"[1, 0, 0, -1070, 7812]"
2100000000,210,928972800,0,"[1, 0, 0, 210, 900]"
21000000000,210,2.69165E+14,0,"[1, 0, 0, 1270, -789048]"
212.a1,212,13568,1,"[0, -1, 0, -4, 8]"
212.b1,212,848,0,"[0, -1, 0, -17, -22]"
212.b2,212,719104,0,"[0, -1, 0, -12, -40]"
213.a1,213,15123,0,"[1, 0, 1, -15, 19]"
213.a2,213,639,0,"[1, 0, 1, 0, 1]"
214.a1,214,214,1,"[1, 0, 1, 1, 0]"
214.b1,214,109568,1,"[1, 0, 1, -193, 1012]"
214.c1,214,13696,1,"[1, 0, 0, -12, 16]"
214.d1,214,4900172,0,"[1, 0, 0, -18, -112]"
214.d2,214,6848,0,"[1, 0, 0, 2, 4]"
215.a1,215,26875,1,"[0, 0, 1, -8, -12]"
216.a1,216,62208,1,"[0, 0, 0, -12, 20]"
216.b1,216,497664,0,"[0, 0, 0, -3, -34]"
216.c1,216,362797056,0,"[0, 0, 0, -27, 918]"
216.d1,216,45349632,0,"[0, 0, 0, -108, -540]"
218.a1,218,6976,1,"[1, 0, 0, -2, 4]"
218.a2,218,5180116,1,"[1, 0, 0, 18, -104]"
219.a1,219,219,1,"[0, -1, 1, -6, 8]"
219.b1,219,1167051,1,"[0, 1, 1, -27, -85]"
219.b2,219,1971,1,"[0, 1, 1, 3, 2]"
219.c1,219,1294947,1,"[1, 1, 0, -1297, -18530]"
219.c2,219,4310577,1,"[1, 1, 0, -82, -305]"
220.a1,220,8518400,1,"[0, 1, 0, -7100, -232652]"
220.a2,220,141724880,1,"[0, 1, 0, -445, -3720]"
220.a3,220,44000000,1,"[0, 1, 0, -100, -252]"
220.a4,220,242000,1,"[0, 1, 0, -45, 100]"
220.b1,220,70400,0,"[0, -1, 0, -60, 200]"
220.b2,220,9680,0,"[0, -1, 0, -5, 2]"
221.a1,221,634933,0,"[1, -1, 1, -11718, 491144]"
221.a2,221,82055753,0,"[1, -1, 1, -733, 7804]"
221.b1,221,2873,0,"[1, 1, 0, -59, 152]"
221.b2,221,8254129,0,"[1, 1, 0, -54, 185]"
222.a1,222,6.10918E+12,0,"[1, 1, 0, -182317, 29887645]"
222.b1,222,78653268,0,"[1, 1, 0, -804, -9108]"
222.b2,222,202409388,0,"[1, 1, 0, -604, 5428]"
222.b3,222,15968016,0,"[1, 1, 0, -64, -80]"
222.b4,222,255744,0,"[1, 1, 0, 16, 0]"
222.c1,222,909312,0,"[1, 0, 1, 1, -46]"
222.d1,222,13108878,0,"[1, 1, 1, 17, 179]"
2220,222,303918,0,"[1, 0, 0, -148, -706]"
22200,222,7992,0,"[1, 0, 0, 2, -4]"
224.a1,224,25088,1,"[0, 1, 0, -8, -8]"
224.a2,224,448,1,"[0, 1, 0, 2, 0]"
224.b1,224,25088,0,"[0, -1, 0, -8, 8]"
224.b2,224,448,0,"[0, -1, 0, 2, 0]"
225.a1,225,1366875,1,"[0, 0, 1, -75, 256]"
225.a2,225,69198046875,1,"[0, 0, 1, 375, -12344]"
225.b1,225,4613203125,0,"[1, -1, 1, -486005, 130530872]"
225.b2,225,1.86835E+12,0,"[1, -1, 1, -30380, 2044622]"
225.b3,225,2.45165E+15,0,"[1, -1, 1, -24755, 2820872]"
225.b4,225,170859375,0,"[1, -1, 1, -18005, -925378]"
225.b5,225,5.7665E+11,0,"[1, -1, 1, -2255, 19622]"
225.b6,225,2562890625,0,"[1, -1, 1, -1130, -14128]"
225.b7,225,170859375,0,"[1, -1, 1, -5, -628]"
225.b8,225,4.00452E+13,0,"[1, -1, 1, 7870, 141122]"
225.c1,225,492075,1,"[0, 0, 1, 0, -34]"
225.c2,225,675,1,"[0, 0, 1, 0, 1]"
225.d1,225,7688671875,0,"[0, 0, 1, 0, -4219]"
225.d2,225,10546875,0,"[0, 0, 1, 0, 156]"
2250,225,21357421875,0,"[0, 0, 1, -1875, 32031]"
22500,225,4428675,0,"[0, 0, 1, 15, -99]"
226.a1,226,102152,1,"[1, 0, 0, -45, -119]"
226.a2,226,7232,1,"[1, 0, 0, -5, 1]"
228.a1,228,43776,1,"[0, -1, 0, 3, 9]"
228.b1,228,3545856,0,"[0, -1, 0, -92, 360]"
228.b2,228,155952,0,"[0, -1, 0, 3, 18]"
229.a1,229,229,1,"[1, 0, 0, -2, -1]"
231.a1,231,5557167,0,"[1, 1, 1, -4519, -118810]"
231.a2,231,58110129,0,"[1, 1, 1, -284, -1924]"
231.a3,231,2614689,0,"[1, 1, 1, -39, 36]"
231.a4,231,1617,0,"[1, 1, 1, -34, 62]"
231.a5,231,13504609503,0,"[1, 1, 1, 31, -5578]"
231.a6,231,190238433,0,"[1, 1, 1, 126, 432]"
232.a1,232,29696,1,"[0, -1, 0, 8, -4]"
232.b1,232,29696,0,"[0, 1, 0, -80, -304]"
233.a1,233,233,0,"[1, 0, 1, -5, 3]"
233.a2,233,54289,0,"[1, 0, 1, 0, 11]"
234.a1,234,18252,1,"[1, -1, 0, -63, 209]"
234.a2,234,5616,1,"[1, -1, 0, -3, 5]"
234.b1,234,91487337786,0,"[1, -1, 0, -1914, 35846]"
234.b2,234,1213056,0,"[1, -1, 0, -24, -64]"
234.c1,234,80951927472,0,"[1, -1, 1, -186656, -30992493]"
234.c2,234,5.28708E+14,0,"[1, -1, 1, -21056, 404115]"
234.c3,234,1.86237E+12,0,"[1, -1, 1, -11696, -479469]"
234.c4,234,1.50924E+11,0,"[1, -1, 1, -176, -18669]"
234.d1,234,13305708,0,"[1, -1, 1, -569, -5075]"
234.d2,234,4094064,0,"[1, -1, 1, -29, -107]"
2340,234,4852224,0,"[1, -1, 1, -4136, 103403]"
23400,234,12812904,0,"[1, -1, 1, -41, 209]"
234000,234,18954,0,"[1, -1, 1, 4, -7]"
235.a1,235,91796875,0,"[1, 1, 1, -3551, -82926]"
235.b1,235,5875,1,"[1, 1, 1, -5, 0]"
235.c1,235,5875,0,"[0, -1, 1, 4, 1]"
236.a1,236,944,1,"[0, -1, 0, -1, 2]"
236.b1,236,944,0,"[0, 1, 0, -9, 8]"
236.b2,236,3286064,0,"[0, 1, 0, 31, 68]"
238.a1,238,28322,1,"[1, -1, 0, -8, 6]"
238.a2,238,476,1,"[1, -1, 0, 2, 0]"
238.b1,238,130960928,0,"[1, 1, 0, -128, -160]"
238.b2,238,2071552,0,"[1, 1, 0, 32, 0]"
238.c1,238,88817792,1,"[1, 0, 0, -700, 7056]"
238.c2,238,13647872,1,"[1, 0, 0, -60, 16]"
238.d1,238,8185058,0,"[1, -1, 1, -529, -4545]"
238.d2,238,2775556,0,"[1, -1, 1, -39, -37]"
238.d3,238,13328,0,"[1, -1, 1, -19, 35]"
238.d4,238,196003234,0,"[1, -1, 1, 131, -377]"
2380,238,1387778,0,"[1, 1, 1, -28, -5]"
23800,238,3332,0,"[1, 1, 1, -18, -37]"
240.a1,240,829440,1,"[0, -1, 0, -216, 1296]"
240.a2,240,3840000,1,"[0, -1, 0, -136, -560]"
240.a3,240,230400,1,"[0, -1, 0, -16, 16]"
240.a4,240,3840,1,"[0, -1, 0, 4, 0]"
240.b1,240,331776000,0,"[0, -1, 0, -85336, 9623536]"
240.b2,240,2.4E+13,0,"[0, -1, 0, -7256, 34800]"
240.b3,240,36864000000,0,"[0, -1, 0, -5336, 151536]"
240.b4,240,138240000,0,"[0, -1, 0, -4616, -119184]"
240.b5,240,21767823360,0,"[0, -1, 0, -1096, 12400]"
240.b6,240,298598400,0,"[0, -1, 0, -296, -1680]"
240.b7,240,6291456000,0,"[0, -1, 0, -216, 4080]"
240.b8,240,8847360,0,"[0, -1, 0, 24, -144]"
240.c1,240,153600,0,"[0, -1, 0, -3200, 70752]"
240.c2,240,5760000,0,"[0, -1, 0, -200, 1152]"
240.c3,240,2400000000,0,"[0, -1, 0, -80, 2400]"
240.c4,240,518400,0,"[0, -1, 0, -20, 0]"
240.c5,240,720,0,"[0, -1, 0, -15, -18]"
240.c6,240,33592320,0,"[0, -1, 0, 80, -80]"
240.d1,240,1658880,0,"[0, 1, 0, -34560, 2461428]"
240.d2,240,671846400,0,"[0, 1, 0, -2160, 37908]"
240.d3,240,8.81597E+11,0,"[0, 1, 0, -1760, 52788]"
240.d4,240,61440,0,"[0, 1, 0, -1280, -18060]"
240.d5,240,207360000,0,"[0, 1, 0, -160, 308]"
240.d6,240,921600,0,"[0, 1, 0, -80, -300]"
240.d7,240,61440,0,"[0, 1, 0, 0, -12]"
240.d8,240,14400000000,0,"[0, 1, 0, 560, 2900]"
242.a1,242,8.78014E+11,0,"[1, 0, 1, -6295, -197958]"
242.a2,242,3429742096,0,"[1, 0, 1, 360, -970]"
242.b1,242,495616,1,"[1, 0, 0, -52, 144]"
242.b2,242,1936,1,"[1, 0, 0, 3, 1]"
243.a1,243,243,1,"[0, 0, 1, 0, -1]"
243.a2,243,177147,1,"[0, 0, 1, 0, 20]"
243.b1,243,1594323,0,"[0, 0, 1, 0, -61]"
243.b2,243,2187,0,"[0, 0, 1, 0, 2]"
244.a1,244,15616,1,"[0, 0, 0, 1, 6]"
245.a1,245,42875,1,"[0, 0, 1, -7, 12]"
245.b1,245,5044200875,0,"[0, 0, 1, -343, -4202]"
245.c1,245,1.60848E+12,1,"[0, -1, 1, -6435, 210006]"
245.c2,245,4117715,1,"[0, -1, 1, -65, -204]"
245.c3,245,5044200875,1,"[0, -1, 1, 425, 433]"
246.a1,246,212544,1,"[1, 1, 0, -66, 180]"
246.a2,246,88232328,1,"[1, 1, 0, -26, 444]"
246.b1,246,251904,0,"[1, 1, 0, -41, -123]"
246.c1,246,3.56992E+11,0,"[1, 0, 1, -453897, -117739700]"
246.c2,246,6.07698E+16,0,"[1, 0, 1, -453257, -118088116]"
246.d1,246,2214,0,"[1, 0, 1, -2, 2]"
246.d2,246,1654104,0,"[1, 0, 1, 13, -58]"
2460,246,717336,0,"[1, 1, 1, -270, -1821]"
246.f1,246,538002,0,"[1, 0, 0, -439, -3577]"
246.f2,246,544644,0,"[1, 0, 0, -29, -51]"
246.f3,246,5904,0,"[1, 0, 0, -9, 9]"
246.f4,246,50863698,0,"[1, 0, 0, 61, -285]"
246.g1,246,11122195296,0,"[1, 0, 0, -579535, -169860007]"
246.g2,246,3.34303E+11,0,"[1, 0, 0, -175, -27847]"
248.a1,248,496,1,"[0, 1, 0, 0, 1]"
248.b1,248,1968128,0,"[0, 1, 0, -32, -32]"
248.b2,248,31744,0,"[0, 1, 0, 8, 0]"
248.c1,248,496,1,"[0, 0, 0, 1, -1]"
249.a1,249,2241,1,"[1, 1, 1, -55, 134]"
249.b1,249,249,1,"[1, 1, 0, 2, 1]"
252.a1,252,11757312,1,"[0, 0, 0, -327, 2270]"
252.a2,252,1714608,1,"[0, 0, 0, -12, 65]"
252.b1,252,576108288,0,"[0, 0, 0, -16455, 812446]"
252.b2,252,4116773808,0,"[0, 0, 0, -1020, 12913]"
252.b3,252,952342272,0,"[0, 0, 0, -255, 502]"
252.b4,252,15431472,0,"[0, 0, 0, 60, 61]"
254.a1,254,1016,1,"[1, -1, 0, -5, -3]"
254.b1,254,254,1,"[1, 0, 0, -24432, -1471934]"
254.b2,254,16387064,1,"[1, 0, 0, -302, -2036]"
254.b3,254,65024,1,"[1, 0, 0, -22, 36]"
254.c1,254,32258,0,"[1, 0, 0, -8, -2]"
254.c2,254,508,0,"[1, 0, 0, 2, 0]"
254.d1,254,1016,0,"[1, -1, 1, -5419, 154883]"
254.d2,254,2081157128,0,"[1, -1, 1, -379, 1891]"
254.d3,254,1032256,0,"[1, -1, 1, -339, 2483]"
254.d4,254,520192,0,"[1, -1, 1, -19, 51]"
256.a1,256,32768,1,"[0, 1, 0, -13, -21]"
256.a2,256,512,1,"[0, 1, 0, -3, 1]"
256.b1,256,512,1,"[0, 0, 0, -2, 0]"
256.b2,256,32768,1,"[0, 0, 0, 8, 0]"
256.c1,256,32768,0,"[0, 0, 0, -8, 0]"
256.c2,256,512,0,"[0, 0, 0, 2, 0]"
256.d1,256,32768,0,"[0, -1, 0, -13, 21]"
256.d2,256,512,0,"[0, -1, 0, -3, -1]"
258.a1,258,1540767744,0,"[1, 1, 0, -1916, 31440]"
258.a2,258,1.13199E+12,0,"[1, 1, 0, -1276, 53584]"
258.b1,258,8256,1,"[1, 1, 0, 3, -3]"
258.c1,258,41796,1,"[1, 0, 1, -15, 22]"
258.d1,258,1032,0,"[1, 1, 1, -5504, -159463]"
258.d2,258,1065024,0,"[1, 1, 1, -344, -2599]"
258.d3,258,2215383048,0,"[1, 1, 1, -304, -3175]"
258.d4,258,528384,0,"[1, 1, 1, -24, -39]"
2580,258,1.99909E+11,0,"[1, 1, 1, -44124, 3549153]"
258.f1,258,3.26182E+12,0,"[1, 0, 0, -59901, -5648523]"
258.f2,258,1540767744,0,"[1, 0, 0, 159, 1737]"
258.g1,258,516,0,"[1, 0, 0, -2, 0]"
258.g2,258,33282,0,"[1, 0, 0, 8, 2]"
259.a1,259,4353013,0,"[1, -1, 0, -190, -957]"
259.a2,259,469567,0,"[1, -1, 0, -5, -32]"
260.a1,260,13520,0,"[0, -1, 0, -281, 1910]"
260.a2,260,182790400,0,"[0, -1, 0, -276, 1976]"
262.a1,262,262,1,"[1, -1, 0, -2, 2]"
262.b1,262,268288,1,"[1, 0, 0, 1, 25]"
264.a1,264,1824768,0,"[0, -1, 0, -472, 4108]"
264.a2,264,1115136,0,"[0, -1, 0, -32, 60]"
264.a3,264,8448,0,"[0, -1, 0, -12, -12]"
264.a4,264,89954304,0,"[0, -1, 0, 88, 300]"
264.b1,264,33792,0,"[0, 1, 0, -704, 6960]"
264.b2,264,44977152,0,"[0, 1, 0, -104, -288]"
264.b3,264,278784,0,"[0, 1, 0, -44, 96]"
264.b4,264,14256,0,"[0, 1, 0, 1, 6]"
264.c1,264,33792,0,"[0, 1, 0, -8, 0]"
264.c2,264,2230272,0,"[0, 1, 0, 32, 32]"
264.d1,264,24634368,0,"[0, 1, 0, -8016, -278928]"
264.d2,264,1.18526E+12,0,"[0, 1, 0, -7976, -281808]"
265.a1,265,6625,1,"[1, -1, 1, -138, 656]"
265.a2,265,43890625,1,"[1, -1, 1, -133, 702]"
267.a1,267,11493474507,0,"[0, -1, 1, -441, 6419]"
267.b1,267,2403,0,"[0, 1, 1, -3, 2]"
267.b2,267,2114907,0,"[0, 1, 1, 27, -37]"
268.a1,268,17152,0,"[0, -1, 0, 3, -7]"
269.a1,269,269,1,"[0, 0, 1, -2, -1]"
270.a1,270,196830,0,"[1, -1, 0, -15, 35]"
270.a2,270,177147000,0,"[1, -1, 0, 120, -424]"
270.b1,270,108000,0,"[1, -1, 0, -159, 813]"
270.b2,270,3224862720,0,"[1, -1, 0, 66, 2708]"
270.c1,270,78732000,0,"[1, -1, 1, -1433, -20519]"
270.c2,270,4423680,0,"[1, -1, 1, 7, -103]"
270.d1,270,270,0,"[1, -1, 1, -2, -1]"
270.d2,270,243000,0,"[1, -1, 1, 13, 11]"
272.a1,272,591872,1,"[0, 1, 0, -48, -140]"
272.a2,272,17408,1,"[0, 1, 0, -8, 4]"
272.b1,272,69632,1,"[0, 0, 0, -1451, 21274]"
272.b2,272,1183744,1,"[0, 0, 0, -91, 330]"
272.b3,272,69632,1,"[0, 0, 0, -11, -6]"
272.b4,272,342102016,1,"[0, 0, 0, -11, 890]"
272.c1,272,4352,0,"[0, -1, 0, -4, 0]"
272.c2,272,295936,0,"[0, -1, 0, 16, -16]"
272.d1,272,1.97735E+11,0,"[0, -1, 0, -1808, 21056]"
272.d2,272,80494592,0,"[0, -1, 0, -1648, 26304]"
272.d3,272,9469952,0,"[0, -1, 0, -688, -6720]"
272.d4,272,4456448,0,"[0, -1, 0, -48, -64]"
273.a1,273,361179,1,"[0, -1, 1, -26, 68]"
273.b1,273,1.1871E+13,0,"[0, 1, 1, 2540, -157433]"
274.a1,274,280576,1,"[1, -1, 0, -2846, 59156]"
274.b1,274,548,1,"[1, -1, 0, -2, 0]"
274.b2,274,37538,1,"[1, -1, 0, 8, -6]"
274.c1,274,17536,1,"[1, 0, 0, -7, 9]"
275.a1,275,107421875,1,"[1, -1, 1, -1480, 22272]"
275.a2,275,1143828125,1,"[1, -1, 1, -730, -7228]"
275.a3,275,47265625,1,"[1, -1, 1, -105, 272]"
275.a4,275,859375,1,"[1, -1, 1, 20, 22]"
275.b1,275,171875,0,"[0, 1, 1, -195508, -33338481]"
275.b2,275,2516421875,0,"[0, 1, 1, -258, -2981]"
275.b3,275,171875,0,"[0, 1, 1, -8, 19]"
277.a1,277,277,1,"[1, 0, 1, 0, -1]"
278.a1,278,2224,0,"[1, 0, 1, -602, 5628]"
278.a2,278,11000295424,0,"[1, 0, 1, -537, 6908]"
278.a3,278,9.55201E+12,0,"[1, 0, 1, 4328, -100122]"
278.b1,278,35584,1,"[1, 0, 0, -1, 9]"
280.a1,280,274400000,1,"[0, 0, 0, -412, 3316]"
280.b1,280,8960,1,"[0, -1, 0, -1, 5]"
282.a1,282,106032,1,"[1, 1, 1, -255, 1461]"
282.a2,282,108288,1,"[1, 1, 1, -15, 21]"
282.b1,282,3162033288,0,"[1, 1, 1, -3502, -81181]"
282.b2,282,16185567096,0,"[1, 1, 1, -2142, 36771]"
282.b3,282,927567936,0,"[1, 1, 1, -262, -829]"
282.b4,282,15593472,0,"[1, 1, 1, 58, -61]"
285.a1,285,28048275,1,"[1, 0, 0, -76, -19]"
285.a2,285,438615,1,"[1, 0, 0, 19, 0]"
285.b1,285,2671875,1,"[1, 1, 0, -93, -378]"
285.b2,285,135375,1,"[1, 1, 0, 2, -17]"
285.c1,285,146611125,0,"[1, 1, 0, -6007, -181724]"
285.c2,285,41748046875,0,"[1, 1, 0, -1237, 13054]"
285.c3,285,456890625,0,"[1, 1, 0, -382, -2849]"
285.c4,285,15582375,0,"[1, 1, 0, 23, -176]"
286.a1,286,773344,0,"[1, 0, 1, -7, 42]"
286.a2,286,566984704,0,"[1, 0, 1, 58, -1128]"
286.b1,286,12584,1,"[1, 1, 0, -33, 61]"
286.c1,286,12886016,1,"[1, 1, 1, 13, 177]"
286.d1,286,6.74373E+11,0,"[1, 1, 1, -27930, -1808687]"
286.d2,286,1437646496,0,"[1, 1, 1, 280, 393]"
2860,286,16749304,0,"[1, 1, 1, -66, -313]"
286.f1,286,286,0,"[1, 1, 1, 0, -1]"
288.a1,288,110592,1,"[0, 0, 0, -12, 0]"
288.a2,288,1728,1,"[0, 0, 0, 3, 0]"
288.b1,288,1119744,1,"[0, 0, 0, -291, -1910]"
288.b2,288,8957952,1,"[0, 0, 0, -156, 736]"
288.b3,288,419904,1,"[0, 0, 0, -21, -20]"
288.b4,288,30233088,1,"[0, 0, 0, 69, -146]"
288.c1,288,1119744,0,"[0, 0, 0, -291, 1910]"
288.c2,288,8957952,0,"[0, 0, 0, -156, -736]"
288.c3,288,419904,0,"[0, 0, 0, -21, 20]"
288.c4,288,30233088,0,"[0, 0, 0, 69, 146]"
288.d1,288,373248,0,"[0, 0, 0, -99, -378]"
288.d2,288,373248,0,"[0, 0, 0, -99, 378]"
288.d3,288,46656,0,"[0, 0, 0, -9, 0]"
288.d4,288,2985984,0,"[0, 0, 0, 36, 0]"
2880,288,80621568,0,"[0, 0, 0, -108, 0]"
28800,288,1259712,0,"[0, 0, 0, 27, 0]"
289.a1,289,410338673,1,"[1, -1, 1, -26209, -1626560]"
289.a2,289,6975757441,1,"[1, -1, 1, -1644, -24922]"
289.a3,289,2.01599E+12,1,"[1, -1, 1, -199, -68272]"
289.a4,289,410338673,1,"[1, -1, 1, -199, 510]"
290.a1,290,928000,1,"[1, -1, 0, -70, -204]"
290.a2,290,210250000,1,"[1, -1, 0, 10, -700]"
291.a1,291,9.13189E+12,0,"[0, -1, 1, -2174, 151262]"
291.b1,291,4175531937,0,"[1, 1, 1, -654, -5910]"
291.b2,291,61732449,0,"[1, 1, 1, -169, 686]"
291.b3,291,7857,0,"[1, 1, 1, -164, 740]"
291.b4,291,7170871761,0,"[1, 1, 1, 236, 3926]"
291.c1,291,28227,1,"[1, 1, 1, -18, -36]"
291.c2,291,873,1,"[1, 1, 1, -3, 0]"
